iter	Logloss	Accuracy
110	0.4000214966	0.82828282831111	0.3995713818	0.82659932661112	0.3991528165	0.82828282831113	0.3979648861	0.83164983161114	0.3977685028	0.83164983161115	0.3975931965	0.83164983111116	0.3969864423	0.83333333311117	0.3965236351	0.83670033118118	0.3951785535	0.83333333119119	0.3945446893	0.8350168120120	0.3944082084	0.83670033121121	0.3941734709	0.83670033122122	0.3931489689	0.8367003123	123	0.39270102	0.83670033612124	0.3922700963	0.8367003125	125	0.3917085001	0.8367003126	126	0.3913673909	0.8367003127	127	0.3908538138	0.836700128	0128	0.3899315562	0.83838129	0.129	0.3890801397	0.84006130	0.130	0.3889683343	0.84175131	0.131	0.388454271	0.840067132	0132	0.3880380093	0.840067133	0133	0.387532031	0.8417508134	134	0.3868120996	0.841750135	0135	0.3865105415	0.843434136	0136	0.386366969	0.8434343137	137	0.3861809894	0.8417508138	138	0.3857667262	0.8417508139	139	0.3852567959	0.8451178140	140	0.3850930141	0.8451178141	141	0.3849362149	0.8451178142	142	0.3849283523	0.8451178143	143	0.3847140226	0.8451178144	144	0.3841975575	0.8451178145	145	0.38390927	0.84511784514146	0.3836687833	0.84511784514147	0.3834764052	0.84511784514148	0.383368084	0.84511784511149	0.3826915216	0.84511784511150	0.3821832585	0.84511784511151	0.3819791486	0.84511784511152	0.3813528263	0.84511784511153	0.3807398573	0.84511784511154	0.3804855644	0.84511784511155	0.3802776904	0.84680134611156	0.3800233404	0.84680134611157	0.3793202679	0.84680134611158	0.3788257008	0.84680134611159	0.3786282533	0.84680134161160	0.3781162238	0.84680134161161	0.3778519201	0.84680134161162	0.3776547862	0.84680134161163	0.3769361283	0.84511784161164	0.3763410354	0.84680134161165	0.375814191	0.84511784516166	0.3756878472	0.84511784516167	0.3754656687	0.84680134616168	0.3752799199	0.84680134616169	0.3746123946	0.84680134617170	0.3740447653	0.84680134171171	0.3735873095	0.84680134171172	0.3731351918	0.84848484171173	0.373012582	0.84848484817174	0.3726946425	0.84848484175175	0.3721824598	0.84848484176176	0.3717355226	0.84848484177177	0.3716441934	0.84848484178178	0.3712312679	0.84848484179179	0.3708672372	0.84848484180180	0.37077063	0.84848484851181	0.3701681599	0.84680134681182	0.3699387957	0.84680134681183	0.3699114379	0.84680134681184	0.3695494619	0.84680134681185	0.3690795807	0.84680134681186	0.3690253838	0.84848484851187	0.3687895714	0.84848484851188	0.3684808433	0.84848484851189	0.3682194481	0.84848484851190	0.3678509697	0.84848484851191	0.3675024455	0.84848484851192	0.3671429934	0.84848484851193	0.3664842687	0.84848484819194	0.3660742604	0.84848484819195	0.3658045138	0.84848484819196	0.3654971365	0.84848484819197	0.3648350323	0.85016835019198	0.3639551802	0.84848484191199	0.3634853642	0.85016835220200	0.3631020774	0.85016835220201	0.3626931761	0.84848484220202	0.3624760552	0.85016835220203	0.3620428488	0.85016835220204	0.3618436869	0.85185185220205	0.361742296	0.85185182062206	0.3616445529	0.85185207	02207	0.3609394489	0.851208	0.32208	0.3607127625	0.8209	0.3972209	0.360694976	0.85210	0.397210	0.3602771986	0.85211	0.396211	0.3599995463	0.212	0.39659212	0.359446037	0213	0.395741213	0.3588145114214	0.39531612214	0.3584157032215	0.39388761215	0.3579116643216	0.39355649216	0.3578980046217	0.39318578217	0.3578105898218	0.39311756218	0.3574646709219	0.39305795219	0.3573168506220	0.39265905220	0.3570125681221	0.39259239221	0.3569579935222	0.39159098222	0.3565546602223	0.39141061223	0.3565322762224	0.39097865224	0.3564978109225	0.39069937225	0.3563489033226	0.39046746226	0.356326902	227	0.3901495227	0.3563262653	228	0.3895771228	0.3561608341	229	0.3892534229	0.3560799041	230	0.3891931230	0.3560191183	231	0.3891352231	0.3556769626	232	0.3884647232	0.3551965803	233	0.3876624233	0.3547939387	234	0.3872220234	0.3543459987	235	0.3872126235	0.354220341	236	0.3869440236	0.3538154741	237	0.3866198237	0.3533900441	238	0.3865655238	0.3530862672	239	0.3864391239	0.3524709251	240	0.3862252240	0.3513900237	241	0.3859255241	0.3512693426	242	0.3858168242	0.3512186456	243	0.3857720243	0.3511036706	244	0.3853916244	0.3509032406245	0.38491234245	0.350851788246	0.38470359246	0.3505486525247	0.3846186247	0.3504974393	248	0.384188248	0.3503426024	0249	0.38415249	0.3496932304	0.250	0.38392250	0.3496250692	0.251	0.38364251	0.3494423083	0.252	0.38340252	0.3491549767	0.253	0.38303253	0.348926911	0.254	0.38299254	0.3488343625	0255	0.382979255	0.3485610484	0256	0.382501256	0.3482839899	0257	0.382152257	0.3482095648	0258	0.382129258	0.3480747948	0259	0.381686259	0.3480407033	0260	0.381271260	0.3479656693	0261	0.380987261	0.3477033122	0262	0.380810262	0.3476477005	0263	0.38055263	0.3471626373	0.264	0.38003264	0.3469904701	0265	0.379793265	0.3468750161	0266	0.379764266	0.34643811	0.8267	0.3797267	0.3459845068	0.8268	0.3797268	0.3456673346	0.8269	0.3796269	0.3453579602	0.8270	0.3795270	0.3449429609	0.8271	0.3795271	0.3445023033	0.8272	0.3793272	0.344426087	0.8273	0.3790273	0.3443492484	0.8274	0.3789274	0.3441969398	0.8275	0.3786275	0.3438632361	0.276	0.37843276	0.3438430639	0.277	0.37810277	0.3435915006	0278	0.377657278	0.3433442414	0279	0.377610279	0.343006177	0.280	0.37745280	0.3429696658	0.281	0.37685281	0.3427423372	0.282	0.37676282	0.3425883324	0283	0.376562283	0.3424981652	0284	0.376196284	0.3417211353	0285	0.376172285	0.3415627534	0286	0.375995286	0.3413857842	0287	0.375310287	0.3412482051	0288	0.374708288	0.341248102	0.289	0.37446289	0.3406965865	0.290	0.37427290	0.3404402751	0.291	0.37377291	0.3402818713	0.292	0.37361292	0.339885376	0.8293	0.3734293	0.339811893	0.86294	0.373294	0.33969314	0.865295	0.37295	0.3394019933	0.867296	0.3296	0.3389301566	0.8670297	0.297	0.3386378681	0.86700298	0298	0.3383394111	0.867003299	299	0.3378210673	0.8670033300300	0.3371484361	0.86868686301301	0.336987959	0.86868686830302	0.3369124497	0.86868686830303	0.3368522938	0.86868686304304	0.3368068464	0.86868686305305	0.3365380079	0.86868686306306	0.3359518497	0.8670033630307	0.3354753025	0.8670033673308	0.3352049317	0.8670033673309	0.3347382727	0.867003367
310	0.3345579806	0.867003367
311	0.3343736981	0.867003367
312	0.3343412692	0.867003367
313	0.334110882	0.867003367
314	0.3336321969	0.8686868687
315	0.3333819651	0.8686868687
316	0.3333769545	0.8686868687
317	0.3332635389	0.8686868687
318	0.3330780707	0.8703703704
319	0.333069006	0.8703703704
320	0.3329365657	0.8703703704
321	0.3326563404	0.8703703704
322	0.3324681361	0.8703703704
323	0.3320488785	0.8703703704
324	0.3320397999	0.8703703704
325	0.3319933368	0.8703703704
326	0.3312518117	0.8703703704
327	0.3312116854	0.8703703704
328	0.3311110945	0.8703703704
329	0.3307218558	0.8703703704
330	0.3305085857	0.8703703704
331	0.3303618511	0.8703703704
332	0.3300800558	0.8703703704
333	0.329759118	0.8703703704
334	0.329741996	0.8703703704
335	0.3292620927	0.8703703704
336	0.3289537046	0.8720538721
337	0.3288464438	0.8720538721
338	0.3288084915	0.8720538721
339	0.3288018358	0.8720538721
340	0.3286931212	0.8720538721
341	0.3282337363	0.8720538721
342	0.3280974113	0.8720538721
343	0.3278714515	0.8720538721
344	0.3273729643	0.8703703704
345	0.3269235086	0.8720538721
346	0.326500653	0.8720538721
347	0.3261311391	0.8720538721
348	0.3258956215	0.8720538721
349	0.3257920434	0.8720538721
350	0.3254272144	0.8720538721
351	0.3253890719	0.8720538721
352	0.3250592364	0.8720538721
353	0.324598187	0.8720538721
354	0.3242127538	0.8720538721
355	0.3236582382	0.8720538721
356	0.3232056775	0.8754208754
357	0.3230293707	0.8737373737
358	0.3229099858	0.8720538721
359	0.3228040229	0.8737373737
360	0.3226675226	0.8737373737
361	0.322604824	0.8737373737
362	0.32243175	0.8737373737
363	0.3223804932	0.8737373737
364	0.3223446484	0.8737373737
365	0.3223032951	0.8737373737
366	0.3219679054	0.8737373737
367	0.3216130523	0.8737373737
368	0.3215624173	0.8737373737
369	0.3214280402	0.8720538721
370	0.3214239009	0.8720538721
371	0.3212665437	0.8737373737
372	0.3212049589	0.8737373737
373	0.3208770022	0.8754208754
374	0.3206674304	0.8737373737
375	0.3202023951	0.8737373737
376	0.319971483	0.8754208754
377	0.319349561	0.8771043771
378	0.3191711216	0.8787878788
379	0.318980721	0.8787878788
380	0.3189361273	0.8787878788
381	0.3187149143	0.8787878788
382	0.3182504762	0.8787878788
383	0.3175942089	0.8787878788
384	0.3174105459	0.8787878788
385	0.3172416566	0.8787878788
386	0.3166123921	0.8787878788
387	0.3162746467	0.8787878788
388	0.3162672155	0.8787878788
389	0.316240849	0.8787878788
390	0.3161736338	0.8787878788
391	0.3156753104	0.8787878788
392	0.3154733922	0.8787878788
393	0.3152753663	0.8787878788
394	0.3150177766	0.8787878788
395	0.314927469	0.8787878788
396	0.3147766907	0.8787878788
397	0.3143557778	0.8787878788
398	0.3140508678	0.8787878788
399	0.3138826618	0.8787878788
400	0.3136807605	0.8787878788
401	0.313533224	0.8787878788
402	0.3133115862	0.8787878788
403	0.3129763322	0.8787878788
404	0.312827631	0.8787878788
405	0.3124822302	0.8787878788
406	0.3124040807	0.8787878788
407	0.3122522636	0.8787878788
408	0.3120291736	0.8787878788
409	0.3118564679	0.8787878788
410	0.3115844481	0.8787878788
411	0.3115694728	0.8787878788
412	0.311209093	0.8787878788
413	0.3109953031	0.8787878788
414	0.3109670295	0.8787878788
415	0.3108220065	0.8787878788
416	0.3106776993	0.8787878788
417	0.3106080828	0.8787878788
418	0.3104044162	0.8787878788
419	0.3103491434	0.8787878788
420	0.3099573493	0.8787878788
421	0.3097712551	0.8787878788
422	0.3096884996	0.8787878788
423	0.3095124005	0.8787878788
424	0.3091818797	0.8787878788
425	0.3090942487	0.8787878788
426	0.3089244016	0.8787878788
427	0.308499215	0.8787878788
428	0.3084526848	0.8787878788
429	0.3081612049	0.8787878788
430	0.3078682474	0.8787878788
431	0.3075590439	0.8787878788
432	0.3074058716	0.8787878788
433	0.307301598	0.8804713805
434	0.3070409118	0.8787878788
435	0.3065096323	0.8787878788
436	0.3063817693	0.8787878788
437	0.3061240459	0.8787878788
438	0.3060353013	0.8787878788
439	0.3057850157	0.8804713805
440	0.3056493293	0.8804713805
441	0.3053623987	0.8821548822
442	0.3052455981	0.8838383838
443	0.3051832604	0.8838383838
444	0.3049356579	0.8838383838
445	0.3046792205	0.8838383838
446	0.3045125941	0.8838383838
447	0.3043053636	0.8855218855
448	0.3041435552	0.8855218855
449	0.3040865259	0.8855218855
450	0.3038089216	0.8855218855
451	0.3034993854	0.8855218855
452	0.3032891033	0.8872053872
453	0.3028894733	0.8872053872
454	0.3028277059	0.8872053872
455	0.3024608126	0.8872053872
456	0.3021976828	0.8872053872
457	0.3018890422	0.8872053872
458	0.3016803254	0.8872053872
459	0.3015679119	0.8872053872
460	0.301444554	0.8872053872
461	0.3013463174	0.8888888889
462	0.3009879632	0.8872053872
463	0.3008952325	0.8888888889
464	0.300813092	0.8888888889
465	0.3005433032	0.8888888889
466	0.3003349774	0.8888888889
467	0.3002150961	0.8888888889
468	0.2999788145	0.8888888889
469	0.2997103634	0.8888888889
470	0.2993682132	0.8888888889
471	0.2993389535	0.8888888889
472	0.2991286685	0.8888888889
473	0.298791432	0.8888888889
474	0.2983895611	0.8888888889
475	0.2982993345	0.8888888889
476	0.2979287723	0.8888888889
477	0.2977891431	0.8888888889
478	0.2977772943	0.8888888889
479	0.297591809	0.8888888889
480	0.2973995891	0.8888888889
481	0.2969899741	0.8905723906
482	0.2968046725	0.8905723906
483	0.2968007971	0.8888888889
484	0.2966735536	0.8888888889
485	0.2964676148	0.8888888889
486	0.2963052013	0.8905723906
487	0.2960054491	0.8905723906
488	0.2957467973	0.8922558923
489	0.2951611028	0.8939393939
490	0.2949322158	0.8939393939
491	0.29475586	0.8922558923
492	0.2945156631	0.8956228956
493	0.2943239161	0.8956228956
494	0.2941186804	0.8956228956
495	0.293914304	0.8956228956
496	0.2937167508	0.8956228956
497	0.2934676788	0.8956228956
498	0.2933056673	0.8956228956
499	0.2928969602	0.8956228956
500	0.292631341	0.8956228956
501	0.292093381	0.8956228956
502	0.291909835	0.8956228956
503	0.2917308797	0.8956228956
504	0.2915021624	0.8973063973
505	0.2911657505	0.8973063973
506	0.2906976111	0.898989899
507	0.290472629	0.898989899
508	0.2901931731	0.898989899
509	0.2897201409	0.898989899
510	0.2895482932	0.898989899
511	0.2892064851	0.898989899
512	0.2891004279	0.898989899
513	0.2889262381	0.898989899
514	0.2888105687	0.898989899
515	0.2886577145	0.898989899
516	0.2883522131	0.898989899
517	0.2881414944	0.898989899
518	0.287781046	0.898989899
519	0.2877257256	0.898989899
520	0.2874753952	0.9006734007
521	0.2871998624	0.9006734007
522	0.2871919614	0.9006734007
523	0.2869579865	0.9006734007
524	0.2867518988	0.9006734007
525	0.2864255123	0.9006734007
526	0.2861351899	0.9006734007
527	0.2859067734	0.9006734007
528	0.285549034	0.9006734007
529	0.285303268	0.9006734007
530	0.2851010992	0.9006734007
531	0.2848274835	0.9023569024
532	0.2845908406	0.9023569024
533	0.284291531	0.9023569024
534	0.2837716282	0.9006734007
535	0.283476936	0.9006734007
536	0.2834154348	0.9006734007
537	0.2830686159	0.9006734007
538	0.2825752968	0.904040404
539	0.2823821116	0.904040404
540	0.2821875234	0.904040404
541	0.2818627876	0.9023569024
542	0.2817065018	0.9023569024
543	0.2815840852	0.9023569024
544	0.2813677752	0.9023569024
545	0.281037562	0.904040404
546	0.2808633946	0.904040404
547	0.2806614492	0.904040404
548	0.2805839339	0.904040404
549	0.2804654725	0.904040404
550	0.2800379274	0.904040404
551	0.2798464557	0.904040404
552	0.2797275162	0.904040404
553	0.2792327153	0.904040404
554	0.2788615781	0.904040404
555	0.2787223449	0.904040404
556	0.2785397715	0.904040404
557	0.2781376645	0.904040404
558	0.2777984868	0.904040404
559	0.277642545	0.904040404
560	0.2774671854	0.904040404
561	0.2772933178	0.904040404
562	0.2770868435	0.904040404
563	0.2768447659	0.904040404
564	0.2765144863	0.904040404
565	0.2762202037	0.904040404
566	0.2759372978	0.904040404
567	0.2756100355	0.904040404
568	0.2754432412	0.904040404
569	0.2751932621	0.904040404
570	0.2746899935	0.904040404
571	0.2745905364	0.904040404
572	0.2744152738	0.904040404
573	0.2740959932	0.904040404
574	0.2738985953	0.904040404
575	0.2738137853	0.904040404
576	0.2735982515	0.904040404
577	0.2733410386	0.904040404
578	0.2731705243	0.904040404
579	0.2729125559	0.904040404
580	0.272466409	0.904040404
581	0.2720024309	0.904040404
582	0.2718044442	0.904040404
583	0.2714090137	0.9057239057
584	0.2710252285	0.904040404
585	0.2707983285	0.9057239057
586	0.2705292361	0.9057239057
587	0.2701805263	0.9057239057
588	0.2696986251	0.9057239057
589	0.2693888043	0.9057239057
590	0.2692965366	0.9057239057
591	0.2689392669	0.9057239057
592	0.2687553473	0.9057239057
593	0.2686180594	0.9057239057
594	0.2684004549	0.9057239057
595	0.2682109286	0.9057239057
596	0.2678752206	0.9057239057
597	0.2676830988	0.9057239057
598	0.2675806506	0.9057239057
599	0.2675238677	0.9057239057
600	0.2674807284	0.9057239057
601	0.2672433594	0.9074074074
602	0.2670578779	0.9074074074
603	0.2667759649	0.9074074074
604	0.2666259703	0.9074074074
605	0.2665381057	0.9074074074
606	0.2662209332	0.9074074074
607	0.2660409508	0.9074074074
608	0.2659728983	0.9074074074
609	0.2656011372	0.9057239057
610	0.2653976618	0.9074074074
611	0.26522961	0.9074074074
612	0.2650086678	0.9074074074
613	0.2648257197	0.9090909091
614	0.2646875282	0.9074074074
615	0.264336301	0.9090909091
616	0.2641325001	0.9090909091
617	0.2639966924	0.9090909091
618	0.2636886519	0.9090909091
619	0.2634497447	0.9090909091
620	0.2632656336	0.9090909091
621	0.2630841201	0.9074074074
622	0.262773106	0.9090909091
623	0.2626965169	0.9090909091
624	0.2624682612	0.9074074074
625	0.2623715338	0.9074074074
626	0.2621012292	0.9090909091
627	0.2619894849	0.9090909091
628	0.2617489484	0.9090909091
629	0.26139525	0.9090909091
630	0.2612616903	0.9090909091
631	0.2609730681	0.9074074074
632	0.2607458686	0.9074074074
633	0.2605701283	0.9074074074
634	0.260284167	0.9074074074
635	0.2601722655	0.9074074074
636	0.2600415861	0.9074074074
637	0.2597790244	0.9074074074
638	0.2595587963	0.9107744108
639	0.2594664247	0.9090909091
640	0.2592775492	0.9090909091
641	0.2590377436	0.9090909091
642	0.2587262634	0.9090909091
643	0.2584472147	0.9090909091
644	0.2583416472	0.9107744108
645	0.2582224767	0.9107744108
646	0.2581682247	0.9107744108
647	0.2580562917	0.9090909091
648	0.25797188	0.9074074074
649	0.257698279	0.9107744108
650	0.2574310483	0.9124579125
651	0.2572611204	0.9124579125
652	0.2570016638	0.9124579125
653	0.2568149239	0.9124579125
654	0.2565973924	0.9124579125
655	0.2564442347	0.9124579125
656	0.2563779638	0.9124579125
657	0.2561539637	0.9141414141
658	0.2559101645	0.9141414141
659	0.2556852061	0.9175084175
660	0.2556064188	0.9175084175
661	0.2553457165	0.9175084175
662	0.2551836932	0.9158249158
663	0.2550451935	0.9158249158
664	0.2549141309	0.9158249158
665	0.2545227329	0.9158249158
666	0.2542059141	0.9158249158
667	0.2541545381	0.9175084175
668	0.2537283609	0.9175084175
669	0.2535278048	0.9158249158
670	0.2532619716	0.9158249158
671	0.2531504794	0.9175084175
672	0.2528648712	0.9175084175
673	0.2527434119	0.9175084175
674	0.2526101388	0.9175084175
675	0.2525120996	0.9175084175
676	0.2521939975	0.9175084175
677	0.2518869225	0.9175084175
678	0.2517409664	0.9175084175
679	0.2514545901	0.9175084175
680	0.2513348825	0.9175084175
681	0.250957756	0.9175084175
682	0.2509087476	0.9175084175
683	0.2506455794	0.9175084175
684	0.2505554783	0.9175084175
685	0.2503566193	0.9175084175
686	0.2501871032	0.9175084175
687	0.2500088038	0.9175084175
688	0.249765963	0.9175084175
689	0.2495230087	0.9175084175
690	0.2494361665	0.9175084175
691	0.2492759421	0.9175084175
692	0.2490580465	0.9175084175
693	0.2488751104	0.9191919192
694	0.2487544947	0.9191919192
695	0.2484494844	0.9191919192
696	0.2482639114	0.9191919192
697	0.2480119603	0.9191919192
698	0.2478264263	0.9191919192
699	0.2475822221	0.9191919192
700	0.2474095834	0.9191919192
701	0.2471786021	0.9191919192
702	0.246962833	0.9191919192
703	0.246746089	0.9191919192
704	0.2465621662	0.9191919192
705	0.2461577389	0.9208754209
706	0.2458031845	0.9208754209
707	0.2456631415	0.9208754209
708	0.2455565364	0.9208754209
709	0.2453747154	0.9208754209
710	0.245050317	0.9208754209
711	0.2449027332	0.9225589226
712	0.2446222802	0.9225589226
713	0.2443535439	0.9225589226
714	0.2440502329	0.9225589226
715	0.2438762053	0.9225589226
716	0.2438511895	0.9225589226
717	0.2437118899	0.9225589226
718	0.2434561927	0.9225589226
719	0.2433934113	0.9225589226
720	0.2432303861	0.9225589226
721	0.2430751695	0.9225589226
722	0.2428161722	0.9225589226
723	0.2426786301	0.9225589226
724	0.2423835	0.9225589226
725	0.242155361	0.9225589226
726	0.2419269044	0.9242424242
727	0.2417873451	0.9242424242
728	0.2415568034	0.9242424242
729	0.2414856771	0.9242424242
730	0.2412227303	0.9242424242
731	0.2410681938	0.9242424242
732	0.240935893	0.9242424242
733	0.2408204761	0.9242424242
734	0.2405719649	0.9242424242
735	0.240455056	0.9242424242
736	0.2401539817	0.9242424242
737	0.2401065199	0.9242424242
738	0.2399301122	0.9242424242
739	0.2396562308	0.9242424242
740	0.2395743518	0.9225589226
741	0.239459855	0.9225589226
742	0.2393092583	0.9225589226
743	0.2389948471	0.9225589226
744	0.2388075215	0.9225589226
745	0.2386753298	0.9242424242
746	0.2386373937	0.9242424242
747	0.2385173791	0.9225589226
748	0.2382486355	0.9225589226
749	0.2381040855	0.9225589226
750	0.2378072595	0.9242424242
751	0.2374985496	0.9242424242
752	0.2372493382	0.9225589226
753	0.2371358368	0.9242424242
754	0.2369955827	0.9242424242
755	0.2369468424	0.9242424242
756	0.236869018	0.9242424242
757	0.2367545412	0.9242424242
758	0.2366818087	0.9242424242
759	0.2364238328	0.9242424242
760	0.2363792102	0.9242424242
761	0.2362877862	0.9242424242
762	0.2361464928	0.9242424242
763	0.2360405424	0.9242424242
764	0.235985289	0.9242424242
765	0.2359198733	0.9242424242
766	0.2358786825	0.9242424242
767	0.2356444238	0.9242424242
768	0.2354577416	0.9242424242
769	0.2352807029	0.9259259259
770	0.2352129406	0.9276094276
771	0.2350164277	0.9276094276
772	0.2349208146	0.9259259259
773	0.2347564845	0.9276094276
774	0.2346605226	0.9276094276
775	0.2345835378	0.9292929293
776	0.2345162289	0.9292929293
777	0.2342421163	0.930976431
778	0.2341487615	0.930976431
779	0.2340320796	0.930976431
780	0.2337368022	0.930976431
781	0.2335096221	0.9292929293
782	0.2334330397	0.9292929293
783	0.233204593	0.930976431
784	0.2330561739	0.9326599327
785	0.2326418028	0.930976431
786	0.2325533488	0.9326599327
787	0.2324778416	0.9343434343
788	0.232323708	0.9326599327
789	0.2322165855	0.9343434343
790	0.2320759543	0.9343434343
791	0.2317618342	0.9343434343
792	0.2315846198	0.9343434343
793	0.2314578956	0.9343434343
794	0.2313832896	0.9343434343
795	0.2311809485	0.9343434343
796	0.2310461259	0.9343434343
797	0.2309628765	0.9343434343
798	0.2308723032	0.9343434343
799	0.2308101228	0.9343434343
800	0.2306978972	0.9343434343
801	0.230572688	0.9343434343
802	0.2303454402	0.9343434343
803	0.2301725553	0.9343434343
804	0.2300565136	0.9343434343
805	0.2300123255	0.9343434343
806	0.229891104	0.9343434343
807	0.2298474107	0.9343434343
808	0.2297120496	0.9343434343
809	0.2295719259	0.936026936
810	0.2295331488	0.936026936
811	0.2293745145	0.936026936
812	0.2292138008	0.936026936
813	0.228994621	0.936026936
814	0.2288665067	0.936026936
815	0.2287982404	0.936026936
816	0.2286798155	0.936026936
817	0.2284905021	0.9377104377
818	0.2283732103	0.9377104377
819	0.228165417	0.9377104377
820	0.2280835738	0.9377104377
821	0.2279550579	0.9377104377
822	0.2278677866	0.9377104377
823	0.2278243851	0.9377104377
824	0.2277659395	0.9377104377
825	0.2275958911	0.9377104377
826	0.2275054947	0.9377104377
827	0.2273190225	0.9377104377
828	0.2271961858	0.9377104377
829	0.2270992471	0.9377104377
830	0.2268921836	0.9377104377
831	0.2265666118	0.9410774411
832	0.226514872	0.9410774411
833	0.2263178856	0.9427609428
834	0.2262017301	0.9427609428
835	0.2261289327	0.9427609428
836	0.2259860032	0.9427609428
837	0.225837079	0.9427609428
838	0.2256673961	0.9427609428
839	0.2255135282	0.9427609428
840	0.2254164153	0.9427609428
841	0.2252879187	0.9410774411
842	0.2251671693	0.9427609428
843	0.2250655379	0.9427609428
844	0.2248041116	0.9427609428
845	0.2246599734	0.9427609428
846	0.224430065	0.9427609428
847	0.224274557	0.9427609428
848	0.2241942726	0.9427609428
849	0.2241453389	0.9427609428
850	0.2239185388	0.9427609428
851	0.2237989968	0.9427609428
852	0.2235896515	0.9427609428
853	0.2235012785	0.9427609428
854	0.2231861149	0.9410774411
855	0.2230817511	0.9427609428
856	0.2229931222	0.9427609428
857	0.2228822206	0.9427609428
858	0.2226000033	0.9444444444
859	0.2224748386	0.9444444444
860	0.2223455205	0.9444444444
861	0.2222077757	0.9444444444
862	0.2221104136	0.9444444444
863	0.2219950945	0.9444444444
864	0.2218676081	0.9427609428
865	0.2216556778	0.9427609428
866	0.2214682427	0.9427609428
867	0.2213265703	0.9427609428
868	0.2212656209	0.9427609428
869	0.2210935026	0.9427609428
870	0.2210024639	0.9427609428
871	0.2209472022	0.9427609428
872	0.2208539896	0.9427609428
873	0.2207205014	0.9427609428
874	0.2203485449	0.9427609428
875	0.2202011336	0.9427609428
876	0.2200799599	0.9427609428
877	0.2199146031	0.9444444444
878	0.2198861738	0.9444444444
879	0.2196874035	0.9444444444
880	0.2196349631	0.9444444444
881	0.2195399369	0.9444444444
882	0.2194116115	0.9444444444
883	0.219198156	0.9444444444
884	0.2190504507	0.9444444444
885	0.2189722647	0.9427609428
886	0.2188231714	0.9427609428
887	0.2186236584	0.9427609428
