iter	Passed	Remaining
432	48287	63231
433	48340	63043
434	48386	62847
435	48436	62656
436	48578	62584
437	48636	62406
438	48705	62241
439	48757	62054
440	48823	61887
441	48912	61748
442	48977	61581
443	49042	61413
444	49087	61221
445	49141	61041
446	49194	60860
447	49244	60675
448	49294	60493
449	49361	60330
450	49432	60173
451	49488	59999
452	49621	59918
453	49673	59738
454	49723	59558
455	49784	59391
456	49841	59220
457	49922	59079
458	49978	58907
459	50089	58800
460	50160	58648
461	50227	58489
462	50297	58336
463	50364	58179
464	50415	58005
465	50476	57841
466	50549	57693
467	50693	57625
468	50749	57458
469	50804	57290
470	50863	57126
471	50935	56978
472	51001	56823
473	51062	56664
474	51148	56532
475	51199	56362
476	51284	56230
477	51350	56077
478	51509	56025
479	51715	56024
480	51841	55936
481	51908	55785
482	51970	55628
483	52028	55468
484	52105	55328
485	52207	55215
486	52264	55054
487	52354	54929
488	52448	54808
489	52523	54667
490	52598	54527
491	52649	54361
492	52704	54201
493	52837	54120
494	52887	53955
495	52947	53801
496	53025	53665
497	53082	53508
498	53140	53353
499	53249	53249
500	53345	53132
501	53439	53013
502	53496	52858
503	53569	52719
504	53646	52583
505	53717	52443
506	53776	52291
507	53971	52272
508	54031	52120
509	54082	51961
510	54151	51820
511	54224	51683
512	54289	51538
513	54354	51393
514	54488	51314
515	54592	51206
516	54666	51071
517	54742	50938
518	54818	50804
519	54904	50681
520	55101	50659
521	55171	50521
522	55247	50388
523	55313	50246
524	55373	50099
525	55437	49956
526	55545	49854
527	55628	49728
528	55716	49607
529	55785	49470
530	55869	49345
531	55939	49209
532	56108	49161
533	56267	49102
534	56378	49001
535	56439	48857
536	56504	48718
537	56678	48671
538	56801	48581
539	56879	48452
540	56986	48348
541	57211	48344
542	57302	48226
543	57420	48131
544	57513	48015
545	57674	47956
546	57787	47857
547	57883	47742
548	58029	47670
549	58205	47622
550	58329	47531
551	58433	47424
552	58497	47284
553	58577	47158
554	58664	47037
555	58785	46943
556	58864	46816
557	58965	46707
558	59043	46579
559	59173	46493
560	59438	46512
561	59526	46392
562	59623	46279
563	59713	46161
564	59813	46050
565	59995	46003
566	60179	45957
567	60289	45854
568	60475	45808
569	60550	45678
570	60674	45585
571	60795	45490
572	60883	45370
573	60981	45257
574	61082	45147
575	61187	45040
576	61281	44925
577	61390	44821
578	61597	44788
579	61727	44699
580	62071	44764
581	62301	44745
582	62486	44694
583	62687	44654
584	62828	44570
585	63079	44564
586	63232	44489
587	63306	44357
588	63414	44250
589	63518	44139
590	63586	44004
591	63785	43960
592	63855	43826
593	63955	43713
594	64021	43577
595	64116	43461
596	64226	43355
597	64331	43246
598	64392	43107
599	64457	42971
600	64575	42871
601	64645	42739
602	64743	42625
603	64946	42580
604	65054	42473
605	65139	42351
606	65269	42258
607	65436	42189
608	65530	42072
609	65614	41950
610	65705	41832
611	65783	41706
612	65996	41664
613	66073	41537
614	66174	41426
615	66238	41291
616	66304	41158
617	66388	41036
618	66480	40919
619	66543	40784
620	66604	40648
621	66686	40526
622	66737	40385
623	66805	40254
624	66876	40126
625	67073	40072
626	67134	39937
627	67209	39811
628	67292	39690
629	67381	39573
630	67458	39449
631	67584	39353
632	67703	39253
633	67777	39127
634	67847	38998
635	67972	38902
636	68200	38864
637	68585	38915
638	68836	38888
639	68909	38761
640	68989	38638
641	69044	38501
642	69133	38383
643	69327	38323
644	69405	38199
645	69499	38084
646	69596	37971
647	69674	37847
648	69780	37739
649	69852	37612
650	69916	37482
651	70009	37366
652	70094	37248
653	70177	37127
654	70375	37067
655	70554	36998
656	70641	36879
657	70750	36773
658	70808	36639
659	70882	36515
660	70945	36384
661	71049	36275
662	71098	36139
663	71181	36019
664	71288	35912
665	71533	35873
666	71607	35749
667	71697	35633
668	71762	35505
669	71826	35377
670	71907	35256
671	71987	35136
672	72048	35007
673	72125	34885
674	72222	34773
675	72295	34650
676	72419	34551
677	72609	34484
678	72719	34378
679	72797	34257
680	72898	34147
681	72996	34036
682	73160	33956
683	73250	33840
684	73397	33752
685	73472	33630
686	73587	33526
687	73736	33438
688	73849	33334
689	73924	33212
690	74023	33101
691	74100	32981
692	74179	32861
693	74292	32757
694	74437	32666
695	74569	32570
696	74638	32446
697	74859	32389
698	74953	32276
699	75032	32156
700	75104	32034
701	75220	31931
702	75323	31822
703	75447	31722
704	75562	31618
705	75627	31493
706	75703	31373
707	75965	31330
708	76042	31210
709	76123	31092
710	76187	30967
711	76283	30856
712	76451	30773
713	76507	30645
714	76583	30526
715	76656	30405
716	76727	30284
717	76795	30162
718	76870	30042
719	77074	29973
720	77148	29853
721	77254	29746
722	77474	29682
723	77550	29563
724	77613	29439
725	77692	29321
726	77771	29204
727	77862	29091
728	77973	28985
729	78200	28923
730	78334	28826
731	78400	28704
732	78506	28596
733	78575	28475
734	78651	28357
735	78735	28241
736	78805	28121
737	78930	28021
738	79008	27904
739	79082	27785
740	79188	27678
741	79362	27595
742	79470	27488
743	79549	27371
744	79622	27253
745	79729	27146
746	79825	27035
747	79913	26922
748	79994	26807
749	80072	26690
750	80181	26584
751	80249	26465
752	80472	26396
753	80543	26278
754	80629	26164
755	80705	26047
756	80802	25938
757	80880	25822
758	80937	25699
759	81033	25589
760	81115	25475
761	81216	25366
762	81305	25254
763	81440	25157
764	81612	25070
765	81709	24960
766	81786	24845
767	81875	24733
768	81968	24622
769	82043	24506
770	82169	24405
771	82246	24290
772	82315	24172
773	82451	24074
774	82571	23972
775	82820	23906
776	82888	23789
777	83025	23691
778	83164	23593
779	83250	23481
780	83361	23375
781	83486	23273
782	83632	23177
783	83937	23125
784	84022	23012
785	84100	22897
786	84178	22782
787	84253	22667
788	84355	22558
789	84479	22456
790	84590	22350
791	84700	22244
792	84790	22133
793	85203	22105
794	85392	22019
795	85508	21914
796	85607	21804
797	85682	21689
798	85757	21573
799	85854	21463
800	85977	21360
801	86187	21278
802	86312	21174
803	86425	21068
804	86526	20959
805	86599	20844
806	86674	20728
807	86743	20612
808	86817	20497
809	86882	20379
810	86978	20269
811	87044	20153
812	87120	20038
813	87358	19961
814	87461	19853
815	87532	19737
816	87634	19629
817	87714	19515
818	87785	19400
819	87906	19296
820	87987	19183
821	88061	19069
822	88127	18953
823	88228	18844
824	88438	18759
825	88510	18645
826	88598	18533
827	88661	18417
828	88734	18303
829	88830	18194
830	88893	18078
831	88951	17961
832	89017	17846
833	89095	17733
834	89155	17617
835	89222	17502
836	89347	17399
837	89592	17319
838	89660	17205
839	89735	17092
840	89797	16977
841	89863	16862
842	89933	16749
843	89996	16634
844	90065	16520
845	90135	16407
846	90253	16303
847	90331	16191
848	90399	16078
849	90476	15966
850	90674	15876
851	90763	15766
852	90840	15654
853	90916	15543
854	90980	15429
855	91071	15320
856	91167	15212
857	91235	15099
858	91308	14987
859	91424	14883
860	91486	14769
861	91562	14658
862	91626	14545
863	91886	14463
864	92010	14360
865	92114	14253
866	92193	14142
867	92257	14029
868	92423	13932
869	92508	13823
870	92576	13711
871	92692	13606
872	92756	13493
873	92989	13405
874	93084	13297
875	93154	13186
876	93280	13082
877	93359	12972
878	93441	12862
879	93516	12752
880	93594	12642
881	93698	12535
882	93781	12426
883	93874	12318
884	94022	12217
885	94196	12120
886	94276	12010
887	94355	11900
888	94421	11789
889	94483	11677
890	94548	11566
891	94684	11464
892	94794	11358
893	94872	11248
894	94937	11137
895	95030	11030
896	95241	10936
897	95376	10833
898	95464	10725
899	95569	10618
900	95655	10510
901	95731	10401
902	95805	10291
903	95902	10184
904	95992	10076
905	96077	9968
906	96207	9864
907	96434	9770
908	96525	9663
909	96612	9555
910	96820	9458
911	96963	9356
912	97082	9251
913	97169	9142
914	97281	9037
915	97955	8982
916	98063	8875
917	98148	8767
918	98280	8662
919	98410	8557
920	98517	8450
921	98602	8341
922	98758	8238
923	98991	8142
924	99085	8033
925	99328	7937
926	99498	7835
927	99655	7731
928	99767	7624
929	99831	7514
930	100117	7420
931	100294	7317
932	100456	7213
933	100607	7109
934	100710	7001
935	100815	6893
936	100900	6784
937	101006	6676
938	101280	6579
939	101344	6468
940	101478	6362
941	101600	6255
942	101744	6149
943	101872	6043
944	102083	5941
945	102525	5852
946	102707	5748
947	102806	5639
948	103146	5543
949	103271	5435
950	103370	5326
951	103600	5223
952	103898	5124
953	104001	5014
954	104069	4903
955	104142	4793
956	104231	4683
957	104411	4577
958	104592	4471
959	104889	4370
960	105099	4265
961	105334	4160
962	105446	4051
963	105553	3941
964	105617	3830
965	105790	3723
966	106089	3620
967	106325	3514
968	106471	3406
969	106591	3296
970	106681	3186
971	106823	3077
972	106972	2968
973	107290	2864
974	107424	2754
975	107542	2644
976	107697	2535
977	107823	2425
978	107959	2315
979	108119	2206
980	108579	2102
981	108710	1992
982	108834	1882
983	108985	1772
984	109065	1660
985	109204	1550
986	109363	1440
987	109830	1333
988	110217	1225
989	110502	1116
990	110654	1004
991	110939	894
992	111159	783
993	111390	672
994	111551	560
995	111699	448
996	111948	336
997	112230	224
998	112381	112
999	112567	0
